posicao,nota_capacidade,razao_social,nome_fantasia,cnpj_formatado,cnae,cnae_descricao,endereco,bairro,municipio,telefone,telefone_2,email,data_inicio_atividade,idade_meses,porte,porte_desc,opcao_simples,capital_social,n_unidades_br,n_unidades_df,n_ufs,natureza_juridica_desc,tipo_negocio,franquia,endereco_suspeito,n_cnpjs_mesma_sala,n_cnpjs_mesmo_predio,origem_recorte,validado_receita,validacao_data,validacao_situacao,nota_capacidade_conta
2396,30,A R ODONTOLOGIA LTDA,ANA ROSA ODONTOLOGIA,53.261.638/0001-42,8630504,Atividade odontológica,"SETOR SCN QD 2 BL D ENTRADA A SALA, 908, ASA NORTE, CEP 70077900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 99783940,(0000) 00000000,troianoanarosa@gmail.com.br,2023-12-19,32,1,ME - Microempresa (ate R$360 mil/ano),Sim,55000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2397,30,CLINICA ODONTO NERES CAN LTDA,ODONTO NERES,58.852.912/0001-71,8630504,Atividade odontológica,"AVENIDA COMERCIAL LOTE, 1991, LOJA  03, CENTRO (SAO SEBASTIAO), CEP 71691083, Brasilia/DF",CENTRO (SAO SEBASTIAO),Brasilia/DF,(61) 92752864,(0000) 00000000,odontoneres@gmail.com,2025-01-14,19,1,ME - Microempresa (ate R$360 mil/ano),Sim,55000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2398,30,A&M ODONTOLOGIA ESTETICA LTDA,A&M ODONTOLOGIA ESTETICA,56.387.246/0001-12,8630504,Atividade odontológica,"QUADRA SHCES QUADRA 501 BLOCO C, SN, APT   201, CRUZEIRO NOVO, CEP 70650513, Brasilia/DF",CRUZEIRO NOVO,Brasilia/DF,(61) 35434378,(0000) 00000000,containfinity@gmail.com,2024-08-08,24,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2399,30,A. L. T. DOURADO,TELES E DOURADO ODONTOLOGIA,58.953.599/0001-68,8630504,Atividade odontológica,"AVENIDA AGUAS CLARAS QS 08 LOTE, 51, APT   101, AREAL (AGUAS CLARAS), CEP 71974000, Brasilia/DF",AREAL (AGUAS CLARAS),Brasilia/DF,(61) 35434378,(0000) 00000000,containfinity@gmail.com,2025-01-17,19,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Empresario (Individual),clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2400,30,ALINE DUARTE CACAU BRITO LTDA,CLINICA DRA. ALINE CACAU,55.423.507/0001-40,8630504,Atividade odontológica,"SETOR SAMAMBAIA SUL 2 AVENIDA SUL QS 316 CJ 7 S/N, S/N, SALA  301, SAMAMBAIA, CEP 72308527, Brasilia/DF",SAMAMBAIA,Brasilia/DF,(61) 99997294,(0000) 00000000,alinedcacau@gmail.com,2024-06-06,26,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,9,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2401,30,AVIVA CLINIC CENTRO ODONTOLOGICO LTDA,AVIVA CLINIC CENTRO ODONTOLOGICO,59.269.329/0001-03,8630504,Atividade odontológica,"SETOR SETOR SUL RESID PARATY BL D PRACA 3 S/N, S/N, LOJA  02, GAMA, CEP 72410239, Brasilia/DF",GAMA,Brasilia/DF,(61) 99312552,(0000) 00000000,danyfss1993@hotmail.com,2025-02-04,18,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,8,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2402,30,BARBY DOS ANJOS MACEDO,SORRIA DF,59.464.757/0001-89,8630504,Atividade odontológica,"SETOR SAMAMBAIA SUL QS 111 CJ I LT 2, S/N, LOJA  01, SAMAMBAIA, CEP 72301554, Brasilia/DF",SAMAMBAIA,Brasilia/DF,(61) 99787857,(0000) 00000000,sorriadfodonto@gmail.com,2025-02-14,18,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Empresario (Individual),clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2403,30,C. DE M. ALVES,CMA ODONTOLOGIA,56.941.417/0001-03,8630504,Atividade odontológica,"QUADRA 205 LOTE, 01, SALA  204                 EDIF  QUARTIER CENTER, SUL (AGUAS CLARAS), CEP 71925000, Brasilia/DF",SUL (AGUAS CLARAS),Brasilia/DF,(61) 81866315,(0000) 00000000,camilademeloalves9@gmail.com,2024-08-21,24,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Empresario (Individual),clinica,nao,nao,1,39,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2404,30,CBK ODONTOLOGIA LTDA,CBK ODONTOLOGIA,54.073.813/0001-30,8630504,Atividade odontológica,"QUADRA QUADRA 204 CONJUNTO 23, 12, LOTE  12, RECANTO DAS EMAS, CEP 72610423, Brasilia/DF",RECANTO DAS EMAS,Brasilia/DF,(61) 96171457,,odcssfinanceiro@gmail.com,2024-02-26,30,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2405,30,CENTRO ODONTOLOGICO RVS LTDA,R V S ODONTOLOGIA,53.534.953/0001-04,8630504,Atividade odontológica,"SETOR COMERCIAL NORTE QUADRA 05 BLOCO A, S/N, SALA  1108, ASA NORTE, CEP 70715900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 92244153,,rvsodontologia@gmail.com,2024-01-17,31,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,165,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2406,30,CLARECLINIC ODONTOLOGIA LTDA,DENTISTAS CLARECLINIC,54.145.364/0001-99,8630504,Atividade odontológica,"QUADRA QUADRA 22 CONJUNTO 16, SN, LOTE  05                  SALA  102, PARANOA, CEP 71572209, Brasilia/DF",PARANOA,Brasilia/DF,(61) 35460301,(0000) 00000000,clareclinicatendimento@gmail.com,2024-03-01,29,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,7,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2407,30,CLINICA ESTETICA DO SORRISO LTDA,ODONTOCOMPANY,56.702.176/0001-40,8630504,Atividade odontológica,"QUADRA QNM 34 CONJUNTO A LOTE, 33, TAGUATINGA NORTE (TAGUATINGA), CEP 72145401, Brasilia/DF",TAGUATINGA NORTE (TAGUATINGA),Brasilia/DF,(61) 93169810,,suzanni2021@gmail.com,2024-08-14,24,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,sim,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 3 = 40 | penalidades: franquia -10 | NOTA 30/100
2408,30,CLINICA ODONTOLOGICA IDUANY B.R LTDA,ODONTO BARBOZA,52.881.686/0001-70,8630504,Atividade odontológica,"SETOR HABITACIONAL SOL NASCENTE CHACARA 99 QUADRA C LOTE, 04, SALA  101, CEILANDIA SUL (CEILANDIA), CEP 72236800, Brasilia/DF",CEILANDIA SUL (CEILANDIA),Brasilia/DF,(61) 82209821,(0000) 00000000,iduany-jesus@hotmail.com,2023-11-14,33,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,67,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2409,30,CLINICA ODONTOLOGICA NICOLATO LTDA,NICOLATO ODONTOLOGIA DA FACE,57.525.514/0001-88,8630504,Atividade odontológica,"QUADRA SEPS 710/910, SN, CONJ  D                   EDIF  CENTRO CLINICO VIA BSALA  529, ASA SUL, CEP 70390108, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 81562493,,vininicolato@hotmail.com,2024-10-02,22,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,77,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2410,30,CONSULTORIO DE ODONTOLOGIA DR. ROBSON AMERICO ADAO LTDA,RAMER ODONTOLOGIA,52.657.548/0001-02,8630504,Atividade odontológica,"QUADRA QUADRA SRTVN 702, S/N, EDIF  BRASILIA RADIO CENTECONJ  P                   SALA  2088, ASA NORTE, CEP 70719900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 99765402,(0000) 00000000,robsonamerico1@gmail.com,2023-10-25,34,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,268,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2411,30,CONSULTORIO ODONTOLOGICO 304 LTDA,CONSULTORIO ODONTOLOGICO 304,56.239.881/0001-52,8630504,Atividade odontológica,"QUADRA QUADRA 304 CONJUNTO 11 LOTE 18 LOJA, 02, RECANTO DAS EMAS, CEP 72621111, Brasilia/DF",RECANTO DAS EMAS,Brasilia/DF,(61) 99858661,(0000) 00000000,304consultoriioodontologico@gmail.com,2024-08-02,24,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2412,30,CS ODONTOLOGIA LTDA,CS ODONTOLOGIA INTEGRADA,57.657.057/0001-85,8630504,Atividade odontológica,"SETOR SETOR H NORTE CNH 1 LT 11, S/N, SALA  101, TAGUATINGA, CEP 72130515, Brasilia/DF",TAGUATINGA,Brasilia/DF,(61) 33540894,(0000) 00000000,carlalohany@hotmail.com,2024-10-11,22,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,7,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2413,30,F&O CLINICA ODONTOLOGICA LTDA,ORTO MAIS IMPLANTES,54.007.334/0001-16,8630504,Atividade odontológica,"SETOR SCC PROJECAO 9, SN, QUADRACENTRAL             SALA  705 707 709 E 711, SETOR CENTRAL (GAMA), CEP 72404090, Brasilia/DF",SETOR CENTRAL (GAMA),Brasilia/DF,(61) 83425333,,ortomaisimplantes2016@outlook.com,2024-02-21,30,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,10,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2414,30,FELIPE V. BARBOSA ODONTOLOGIA LTDA,ODONTO SAUDE LIFE,54.178.384/0001-66,8630504,Atividade odontológica,"SETOR SETOR SUL Q 1 CJ G LT 1, S/N, SALA  101, GAMA, CEP 72410107, Brasilia/DF",GAMA,Brasilia/DF,(61) 96643138,(0000) 00000000,felipevaladaresbarbosa33@gmail.com,2024-03-04,29,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,14,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2415,30,GKS ODONTOLOGIA CIRURGICA LTDA,ODONTOQUALLITY,59.218.987/0001-68,8630504,Atividade odontológica,"QUADRA QNM 18 CJ A LT 6, S/N, SALA  103, CEILANDIA NORTE (CEILANDIA), CEP 72210181, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 84337351,(0000) 00000000,gustakessler@hotmail.com,2025-01-31,19,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,21,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2416,30,GRANGEIRO ODONTO LTDA,STARS CLINICS ODONTO E COWORKING DE SAUDE,55.621.846/0001-30,8630504,Atividade odontológica,"RUA 13 NORTE LOTE 1 E 3, RUA 14 NORTE LOTE 2 E, 4, LOJA  191, NORTE (AGUAS CLARAS), CEP 71909720, Brasilia/DF",NORTE (AGUAS CLARAS),Brasilia/DF,(61) 84068124,(0000) 00000000,grangeiro.andre@gmail.com,2024-06-21,26,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,17,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2417,30,GUARA ODONTO SAUDE LTDA,GUARA ODONTO SAUDE,57.064.904/0001-06,8630504,Atividade odontológica,"QUADRA SRIA II QI 31 CL LT A, S/N, SALA  114, GUARA II, CEP 71065310, Brasilia/DF",GUARA II,Brasilia/DF,(61) 91099692,(0000) 00000000,anaclaragurgel@hotmail.com,2024-08-29,24,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,35,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2418,30,HUMANIZE & HARMONIZE ODONTOLOGIA LTDA,DRA. REGILENE RODRIGUES ODONTOLOGIA HUMANIZADA,58.658.425/0001-72,8630504,Atividade odontológica,"CONJUNTO SHA CONJUNTO 04 CHACARA 53C LOTE, 17,       PARTE ESCRITORIO, SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS), CEP 71994210, Brasilia/DF",SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS),Brasilia/DF,(61) 81778874,(0000) 00000000,regilener.lima@gmail.com,2025-01-07,19,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2419,30,INSTITUTO ODONTOLOGICO RA LTDA,IORA ODONTOLOGIA ESPECIALIZADA,55.581.183/0001-78,8630504,Atividade odontológica,"AVENIDA SEGUNDA AVENIDA LOJA 01 LOTE, 269A, NUCLEO BANDEIRANTE, CEP 71710505, Brasilia/DF",NUCLEO BANDEIRANTE,Brasilia/DF,(61) 99730870,(0000) 00000000,rayla-fernandes@hotmail.com,2024-06-18,26,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2420,30,IROM INSTITUTO DE REABILITACAO ORAL E MAXILOFACIAL LTDA,IROM,59.023.220/0001-83,8630504,Atividade odontológica,"QUADRA C 1, 01/12, SALA  711 E 712, TAGUATINGA CENTRO (TAGUATINGA), CEP 72010010, Brasilia/DF",TAGUATINGA CENTRO (TAGUATINGA),Brasilia/DF,(61) 84374700,(0000) 00000000,iromaxilofacial@gmail.com,2025-01-22,19,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,3,46,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2421,30,JKQD ODONTOLOGIA LTDA,ODONTO QUALLITY,59.215.660/0001-32,8630504,Atividade odontológica,"QUADRA QNM 18 CJ A LT 6, S/N, SALA  102, CEILANDIA NORTE (CEILANDIA), CEP 72210181, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 33724228,(0000) 00000000,jkqdquallity1@gmail.com,2025-01-31,19,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,21,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2422,30,KAIROS ODONTOLOGIA LTDA,IOB - INSTITUTO ODONTOLOGICO BRILHANTE,54.485.501/0001-34,8630504,Atividade odontológica,"QUADRA L2 SUL Q 607 MOD 47, S/N, EDIF  C CLINICO METROPOLISSALA  230, BRASILIA, CEP 70200670, Brasilia/DF",BRASILIA,Brasilia/DF,(61) 99813099,(0000) 00000000,clab12@hotmail.com,2024-03-26,29,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,51,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2423,30,LONDE ODONTOLOGIA E HARMONIZACAO LTDA,LONDE ODONTOLOGIA E HARMONIZACAO,54.616.328/0001-66,8630504,Atividade odontológica,"QUADRA QE 11 AREA ESPECIAL L SALA, 117, GUARA I, CEP 71020115, Brasilia/DF",GUARA I,Brasilia/DF,(61) 84041816,,weslainy@gmail.com,2024-04-05,28,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2424,30,LORRANY MARTINS DE OLIVEIRA ODONTOLOGIA LTDA,SANRIDETI ODONTOLOGIA,53.257.043/0001-13,8630504,Atividade odontológica,"QUADRA QS 08, S/N, LOTE  C 57                SALA  01 E 02, AREAL (AGUAS CLARAS), CEP 71974000, Brasilia/DF",AREAL (AGUAS CLARAS),Brasilia/DF,(61) 34013008,(0000) 00000000,lorranymartinscd@gmail.com,2023-12-19,32,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,5,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2425,30,LR BSB ODONTOLOGIA LTDA,LR BSB ODONTOLOGIA,57.972.806/0001-69,8630504,Atividade odontológica,"QUADRA C 1 LOTE, 1/12, SALA  532, TAGUATINGA CENTRO (TAGUATINGA), CEP 72010010, Brasilia/DF",TAGUATINGA CENTRO (TAGUATINGA),Brasilia/DF,(61) 82051172,(0000) 00000000,lrb121090@gmail.com,2024-11-05,21,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,147,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2426,30,MAGALHAES CLINICA ODONTOLOGICA LTDA,MAGALHAES CLINICA ODONTOLOGICA,52.834.342/0001-00,8630504,Atividade odontológica,"SETOR SHA CONJUNTO 4 CHACARA 57A LOTE, 31, LOJA  3, SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS), CEP 71994295, Brasilia/DF",SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS),Brasilia/DF,(61) 82250250,(0000) 00000000,duda.magalhaes@gmail.com,2023-11-09,33,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,7,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2427,30,MEDEIROS & CARVALHO CLINICA DE ODONTOLOGIA ESTETICA E HARMONIZACAO ORO FACIAL CORPORAL LTDA,AMAZING HOF,54.698.821/0001-72,8630504,Atividade odontológica,"AVENIDA AV DAS ARAUCARIAS LOTES 1835, 1905, 1955 E, 2005, SALA  566, SUL (AGUAS CLARAS), CEP 71936250, Brasilia/DF",SUL (AGUAS CLARAS),Brasilia/DF,(61) 82777704,(0000) 00000000,vaniamedeiross@gmail.com,2024-04-11,28,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,190,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2428,30,MUKAI CLINICA ODONTOLOGICA SAUDE E BEM-ESTAR LTDA,CLINICA MUKAI,53.531.164/0001-01,8630504,Atividade odontológica,"QUADRA QUADRA 1, 40, SETOR NORTE (BRAZLANDIA), CEP 72705010, Brasilia/DF",SETOR NORTE (BRAZLANDIA),Brasilia/DF,(61) 81550449,(0000) 00000000,clinicamukaidf@gmail.com,2024-01-17,31,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2429,30,N1 SERVICOS DE ODONTOLOGIA LTDA,Nº 1 ODONTOLOGIA E CLINICA MEDICA,53.769.208/0001-36,8630504,Atividade odontológica,"QUADRA QUADRA 101 CONJUNTO C, S/N, LOTE  22, SETOR HABITACIONAL SOL NASCENTE (CEILANDIA), CEP 72243276, Brasilia/DF",SETOR HABITACIONAL SOL NASCENTE (CEILANDIA),Brasilia/DF,(61) 41419229,(0000) 00000000,n1odontomed@gmail.com,2024-02-02,30,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2430,30,NAZARIO CLINICAL LTDA,NAZARIO CLINICAL,58.390.075/0001-06,8630504,Atividade odontológica,"QUADRA QS 01 RUA 212 LOTES, 19/23, BLOCO D                   SALA  2801/2802           EDIF  CONNECT TOWERS, AREAL (AGUAS CLARAS), CEP 71950550, Brasilia/DF",AREAL (AGUAS CLARAS),Brasilia/DF,(61) 99269191,(0000) 00000000,nazarioclinic2@outlook.com,2024-12-09,20,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,169,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2431,30,NIKELE LISBOA ODONTOLOGIA LTDA,NKL ODONTOLOGIA,57.951.523/0001-30,8630504,Atividade odontológica,"RUA 5 CHACARA 233 LOTE, 08, LOJA  205                 EDIF  R5 PLAZA, SETOR HABITACIONAL VICENTE PIRES, CEP 72006130, Brasilia/DF",SETOR HABITACIONAL VICENTE PIRES,Brasilia/DF,(61) 85242446,,carol.nikele99@gmail.com,2024-11-04,21,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,13,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2432,30,ODONTO AREAL DF LTDA,ODONTO AREAL DF,57.049.602/0001-50,8630504,Atividade odontológica,"QUADRA QS 08 AVENIDA AGUAS CLARAS LOTE, C 64, SALA  01, AREAL (AGUAS CLARAS), CEP 71974000, Brasilia/DF",AREAL (AGUAS CLARAS),Brasilia/DF,(61) 91975701,,odontoareal@gmail.com,2024-08-28,24,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2433,30,ODONTO SIMOES LTDA,ODONTO SIMOES 01,59.469.219/0001-87,8630504,Atividade odontológica,"QUADRA QN 5 CONJUNTO 7, S/N, LOTE  11                  SALA  103, RIACHO FUNDO I, CEP 71805407, Brasilia/DF",RIACHO FUNDO I,Brasilia/DF,(61) 33990148,(0000) 00000000,odontosimoes01@gmail.com,2025-02-14,18,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,10,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2434,30,ODONTOLOGIA CH TAGUACENTER LTDA,ODONTOLOGIA CH TAGUACENTER,52.365.943/0001-11,8630504,Atividade odontológica,"QUADRA CNG 1 LOTE, 02, SALA  101, TAGUATINGA NORTE (TAGUATINGA), CEP 72130015, Brasilia/DF",TAGUATINGA NORTE (TAGUATINGA),Brasilia/DF,(61) 33263005,(0000) 00000000,contastec@gmail.com,2023-09-29,35,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2435,30,OR CLINIC ODONTOLOGIA LTDA,CLINIC OLIVEIRA & ROCA,57.984.586/0001-93,8630504,Atividade odontológica,"QUADRA CSB 2 LOTE 1/4 TORRE A SALA 105 ALAMEDA SHOPPING, S/N, TAGUATINGA, CEP 72015901, Brasilia/DF",TAGUATINGA,Brasilia/DF,(61) 85050691,(61) 86062942,orclinic.odontologia@gmail.com,2024-11-05,21,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,62,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2436,30,PLENANCY ODONTOLOGIA LTDA,PLENANCY ODONTOLOGIA ESPECIALIZADA,55.116.723/0001-42,8630504,Atividade odontológica,"SETOR SETOR A NORTE QNA 4 LT 33, S/N, SALA  102, TAGUATINGA, CEP 72110040, Brasilia/DF",TAGUATINGA,Brasilia/DF,(61) 91294278,(0000) 00000000,plenancy.odontologia@gmail.com,2024-05-14,27,1,ME - Microempresa (ate R$360 mil/ano),Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,14,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
